question,answer,input_tokens,output_tokens,total_tokens,response_time_seconds,p99_processing_time,p95_processing_time,avg_processing_time,page_count,avg_time_per_page,p99_time_per_page,p95_time_per_page,tokens_per_page
When must employers furnish Forms W-2 and 1099-NEC to recipients?,"Employers must furnish each employee a completed 2024 Form W-2 and provide a 2024 Form 1099-NEC to payees for nonemployee compensation by January 31. However, some Forms 1099 can be furnished by February 15.",,,,,,,,,,,,
"What is the filing requirement for Form 940, and what tax does it report?","Form 940 is used to report FUTA (Federal Unemployment Tax Act) tax. The standard deadline isn't explicitly stated in the text, but if all FUTA tax was deposited when due, you may file by February 10. The text directs readers to section 14 for more information on FUTA tax.",,,,,,,,,,,,
How should employers submit Form W-2 information to the Social Security Administration (SSA)?,"Employers can submit Form W-2 information to the SSA either by filing paper forms (W-2 with Form W-3) or electronically through the SSA's Form W-2 Online service. If filing electronically, the SSA will automatically generate Form W-3 data from the electronic submission of Form(s) W-2. More information is available on the SSA's Employer W-2 Filing Instructions & Information webpage at SSA.gov/employer.",,,,,,,,,,,,
"Where should Copy 1 of Forms W-2AS, W-2CM, W-2GU, and W-2VI be sent?","Copy 1 of Forms W-2AS, W-2CM, W-2GU, and W-2VI, along with Form W-3SS, should be sent to your local tax department at the address shown on Form W-3SS. Employers in the CNMI (Commonwealth of the Northern Mariana Islands) should contact their local tax department for specific instructions on how to file Copy 1.",,,,,,,,,,,,
What form should be used for reporting nonemployee compensation?,Form 1099-NEC should be used for reporting nonemployee compensation. The text indicates that Copy A of all 2024 paper and electronic Form 1099-NEC should be filed with the IRS.,,,,,,,,,,,,
When must Form 1099-NEC for nonemployee compensation be filed with the IRS?,"The text doesn't specify the exact deadline for filing Form 1099-NEC. It only states that all 2024 paper and electronic Forms 1099-NEC must be filed with the IRS, with paper forms being filed with Form 1096 (Annual Summary and Transmittal of U.S. Information Returns).",,,,,,,,,,,,
What should employers do regarding employees who claimed exemption from income tax withholding?,"By February 15, employers should request a new Form W-4 from each employee who claimed exemption from income tax withholding last year. This is necessary because Forms W-4 claiming exemption from withholding expire on February 16.",,,,,,,,,,,,
How should employers withhold taxes if an employee who previously claimed exemption doesn't submit a new Form W-4?,"If an employee who previously claimed exemption from withholding doesn't provide a new Form W-4 for the current year, the employer should withhold tax as if the employee had checked the box for ""Single or Married filing separately"" in Step 1(c) and made no entries in Step 2, Step 3, or Step 4 of the 2025 Form W-4.",,,,,,,,,,,,
When must employers file paper Forms 1099 and 1096 with the IRS?,Employers must file paper 2024 Forms 1099 (except Forms 1099-NEC) and Form 1096 with the IRS by February 28.,,,,,,,,,,,,
What is the deadline for filing electronic Forms 1099 and 8027 with the IRS?,The deadline for filing electronic 2024 Forms 1099 (except Forms 1099-NEC) and electronic Form 8027 with the IRS is March 31.,,,,,,,,,,,,
What should an employer do if an employee submits a new Form W-4 claiming exemption from withholding after February 15?,"If an employee gives a new Form W-4 claiming exemption from withholding after February 15, the employer may apply the exemption to future wages, but should not refund taxes that were withheld while the exempt status wasn't in place.",,,,,,,,,,,,
When must employers deposit FUTA taxes?,"Employers must deposit FUTA taxes by April 30, July 31, October 31, and January 31. However, they only need to deposit if the FUTA tax for the quarter (including any amount carried over from other quarters) is over $500. If it's $500 or less, it can be carried over to the next quarter.",,,,,,,,,,,,
"What is the deadline for filing Form 941, and what exception exists for timely deposits?","Form 941 must be filed by the last day of the month following the end of the quarter. However, if employers have timely deposited all taxes when due, they may file by May 10, August 10, November 10, or February 10, respectively.",,,,,,,,,,,,
Under what circumstances can employers pay taxes with Form 941 instead of making separate deposits?,"Employers can pay taxes with Form 941 if their total tax liability for the quarter (Form 941, line 12) is less than $2,500. Otherwise, they must deposit any undeposited income, social security, and Medicare taxes separately.",,,,,,,,,,,,
When should employees submit a new Form W-4?,"Employees should submit a new Form W-4 if their filing status, other income, deductions, or credits have changed or will change for the next year. They should also submit a new Form W-4 if they made a mid-year change to their Form W-4 based on their use of the IRS Tax Withholding Estimator, as they may be underwithheld or overwithheld once their Form W-4 is applied to the next full calendar year.",,,,,,,,,,,,
What areas does this publication cover regarding employer tax responsibilities?,"The publication explains tax responsibilities for employers, including agricultural employers and employers whose principal place of business is in American Samoa, Guam, the CNMI, the USVI, or Puerto Rico. It covers requirements for withholding, depositing, reporting, paying, and correcting employment taxes.",,,,,,,,,,,,
What forms does the publication explain that are involved in the employer-employee tax relationship?,"The publication explains the forms employers must give to employees, forms employees must give to employers, and forms employers must send to the IRS and the Social Security Administration (SSA).",,,,,,,,,,,,
"What geographic areas are included when the term ""United States"" is used in the publication?","When the term ""United States"" is used in the publication, it includes American Samoa, Guam, the CNMI, the USVI, and Puerto Rico, unless otherwise noted.",,,,,,,,,,,,
What are trust fund taxes and why are they called that?,Trust fund taxes are the federal income tax and employees' share of social security and Medicare taxes that employers withhold from employees' paychecks. They are called trust fund taxes because employees trust that their employers will pay these withheld taxes to the U.S. Treasury by making federal tax deposits.,,,,,,,,,,,,
What penalty may apply if an employer fails to withhold or deposit required taxes?,"If federal income, social security, or Medicare taxes that must be withheld aren't withheld or aren't deposited or paid to the U.S. Treasury, the trust fund recovery penalty may apply.",,,,,,,,,,,,
What is the trust fund recovery penalty and when might it apply?,"The trust fund recovery penalty may apply when employment taxes that should be withheld aren't collected, accounted for, or paid to the U.S. Treasury. The text mentions that section 11 provides more information about this penalty.",,,,,,,,,,,,
"What types of employment taxes must most employers withhold, deposit, report, and pay?","Most employers must withhold, deposit, report, and pay four types of employment taxes: income tax, Social Security tax, Medicare tax, and FUTA tax (Federal Unemployment Tax Act tax). The text notes there are exceptions to these requirements, which are explained in section 15.",,,,,,,,,,,,
What additional publications are available to supplement the basic employment tax information?,"There are three additional publications mentioned: Pub. 15-A (containing specialized information supplementing basic employment tax information), Pub. 15-B (Employer's Tax Guide to Fringe Benefits, with information about employment tax treatment and valuation of noncash compensation), and Pub. 15-T (which includes federal income tax withholding tables and instructions).",,,,,,,,,,,,
How can taxpayers submit comments or suggestions about IRS publications?,"Taxpayers can submit comments and suggestions through IRS.gov/FormComments or by writing to the Internal Revenue Service Tax Forms and Publications at 1111 Constitution Ave. NW, IR-6526, Washington, DC 20224.",,,,,,,,,,,,
"Where can someone go to download current and prior-year tax forms, instructions, and publications?","People can go to IRS.gov/Forms to download current and prior-year forms, instructions, and publications.",,,,,,,,,,,,
"How can taxpayers order physical copies of tax forms, instructions, and publications?","Taxpayers can go to IRS.gov/OrderForms to order current forms, instructions, and publications.",,,,,,,,,,,,
"How can someone order tax forms, instructions, and publications from the IRS?","Tax forms, instructions, and publications can be ordered by going to IRS.gov/OrderForms for current materials or by calling 800-829-3676 for prior-year forms and instructions. However, forms and publications can be obtained faster online, and the IRS advises not to resubmit requests that have already been sent.",,,,,,,,,,,,
Are state and local government employees' payments subject to federal taxes?,"Payments to employees for services in state and local government employment are generally subject to federal income tax withholding and social security and Medicare taxes (with certain exceptions), but they are not subject to FUTA tax. Most elected and appointed public officials of state or local governments are considered employees under common-law rules.",,,,,,,,,,,,
What resource is referenced for more information about state and local government employment?,"The text references chapter 3 of Publication 963, ""Federal-State Reference Guide,"" for more information about public officials of state or local governments. Additionally, for specific information about election workers employed in another capacity with the same government entity, Revenue Ruling 2000-6 can be found on page 512 of Internal Revenue Bulletin 2000-6 at IRS.gov/pub/irs-irbs/irb00-06.pdf.",,,,,,,,,,,,
Where can tribal governments find employment tax information specifically for their entities?,"Indian tribal governments can find employment tax information in Publication 4268, which is specifically designed for employment tax information for Indian tribal governments.",,,,,,,,,,,,
How are disregarded entities and qualified subchapter S subsidiaries (QSubs) treated for employment tax purposes?,"Disregarded entities and qualified subchapter S subsidiaries (QSubs) are treated as separate entities for employment tax purposes. Eligible single-member entities must report and pay employment taxes on wages paid to their employees using the entities' own names and EINs, as stated in Regulations sections 1.1361-4(a)(7) and 301.7701-2(c)(2)(iv).",,,,,,,,,,,,
Where can someone find information about coverage under a section 218 (Social Security Act) agreement?,"For questions about coverage under a section 218 (Social Security Act) agreement, one should contact the appropriate state official. To find your State Social Security Administrator, you can go to the National Conference of State Social Security Administrators website at NCSSSA.org.",,,,,,,,,,,,
What is an Employer Identification Number (EIN) and what is its format?,An Employer Identification Number (EIN) is a nine-digit number issued by the IRS. The digits are arranged as follows: 00-0000000. It is used to identify the tax accounts of employers and certain others who have no employees.,,,,,,,,,,,,
When is an EIN required and what should it be used for?,An EIN is required if you need to report employment taxes or give tax statements to employees or annuitants. It should be used on all items you send to the IRS and the SSA (Social Security Administration).,,,,,,,,,,,,
How can someone apply for an EIN?,"You can apply for an EIN online by going to IRS.gov/EIN. Alternatively, you can apply by faxing or mailing Form SS-4 to the IRS. If the principal business was created or organized outside of the United States or U.S. territories, you can also apply by calling 267-941-1099 (toll call).",,,,,,,,,,,,
What should you do if you have multiple EINs and aren't sure which one to use?,"If you have more than one EIN and aren't sure which one to use, you should call 800-829-4933 or 800-829-4059 (TDD/TTY for persons who are deaf, hard of hearing, or have a speech disability). Provide the IRS with all the EIN numbers you have, the name and address to which each was assigned, and the address of your main place of business. The IRS will tell you which number to use.",,,,,,,,,,,,
What should you write on a tax return if you've applied for an EIN but haven't received it yet?,"If you've applied for an EIN but don't have it by the time a return is due, you should file a paper return and write ""Applied For"" along with the date you applied for it in the space shown for the number.",,,,,,,,,,,,
Should you use a previous employer's EIN when taking over their business?,"No, if you took over another employer's business (referred to as a ""Successor employer"" in section 9 of the document), you should not use that employer's EIN. The text explicitly states ""don't use that employer's EIN.""",,,,,,,,,,,,
What must match between Form 945 and information returns where federal income tax withholding is reported?,"The name and EIN (Employer Identification Number) on Form 945 must match the name and EIN on your information returns where federal income tax withholding is reported, such as backup withholding reported on Form 1099-NEC.",,,,,,,,,,,,
What information must agricultural employers record about crew leaders?,"Agricultural employers that have crew leaders must record the crew leader's name, address, and EIN (Employer Identification Number). This is referenced in sections 2 and 14 of the publication.",,,,,,,,,,,,
"What should you do if you used a different EIN on Form 941, Form 943, or Form 944 than the one reported on Form W-3?","If you used an EIN (including a prior owner's EIN) on Form 941, Form 943, or Form 944 that is different from the EIN reported on Form W-3, you should see the section ""Box h—Other EIN used this year"" in the General Instructions for Forms W-2 and W-3. For Form W-3 (PR) for Puerto Rico, ""Other EIN used this year"" is reported in box f.",,,,,,,,,,,,
How is an employee generally defined under common law?,"Under common law, a worker who performs services for you is your employee if you have the right to control what will be done and how it will be done. This applies even when you give the employee freedom of action. What matters is the right to control the details of how services are performed.",,,,,,,,,,,,
Are people who are in business for themselves typically considered employees?,"Generally, people in business for themselves aren't considered employees. The text specifically mentions that doctors, lawyers, veterinarians, and others in an independent trade who offer their services to the public are usually not employees.",,,,,,,,,,,,
Does the label given to a working relationship determine employee status?,"No, if an employer-employee relationship exists, it doesn't matter what the relationship is called. The text states that even if the employee is called an agent or independent contractor, the actual nature of the relationship (based on control) determines employee status, not the label.",,,,,,,,,,,,
What is the key distinction between statutory employees and common-law employees regarding federal income tax withholding?,"For statutory employees, employers should not withhold federal income tax from their pay (unless backup withholding applies), even though these workers are considered employees for social security and Medicare tax purposes under certain conditions.",,,,,,,,,,,,
Who are the four categories of workers considered statutory employees for social security and Medicare tax purposes?,"The four categories are: a) agent or commission drivers who deliver specific products (meat, vegetable, fruit, bakery products, beverages except milk, laundry, or dry cleaning); b) full-time life insurance salespeople who sell primarily for one company; c) homeworkers who work according to the guidelines of the person providing the materials; and d) traveling or city salespeople who work full time for one firm.",,,,,,,,,,,,
Does an employee's classification change based on their work schedule or how they are paid?,"No, the text specifically states that it doesn't matter how payments are measured or paid, what they're called, or if the employee works full or part time. The classification is based on the nature of the working relationship, not these factors.",,,,,,,,,,,,
What are the three tests that must be met to withhold social security and Medicare taxes from statutory employees' wages?,"The three tests are: 1) The service contract states or implies that almost all services are to be performed personally by the employees, 2) The employees have little or no investment in equipment and property used to perform services (other than transportation facilities), and 3) The services are performed on a continuing basis for the same payer.",,,,,,,,,,,,
Who are considered statutory nonemployees according to the text?,"According to the text, direct sellers, qualified real estate agents, and certain companion sitters are, by law, considered statutory nonemployees. They are generally treated as self-employed for all federal tax purposes, including income and employment taxes.",,,,,,,,,,,,
What type of work must a statutory employee perform to be classified as such?,"A statutory employee (other than an agent or commission driver) must work full time for one firm or person, except for sideline sales activities. They must get orders from customers for merchandise for resale or supplies for use in the customer's business. The customers must be retailers, wholesalers, contractors, or operators of hotels, restaurants, or other businesses dealing with food or lodging.",,,,,,,,,,,,
How are statutory independent contractors classified for federal tax purposes?,"Statutory independent contractors are considered nonemployees and are generally treated as self-employed for all federal tax purposes, including income and employment taxes.",,,,,,,,,,,,
What types of work qualify someone as a farmworker under an employer?,"Farmworkers qualify as employees if they: raise or harvest agricultural products on your farm; work in connection with farm operation and maintenance; provide services related to salvaging timber after hurricanes; handle agricultural commodities in unmanufactured state (if you produced over half); or do work related to cotton ginning, turpentine, gum resin products, or irrigation facilities.",,,,,,,,,,,,
"What is included in the definition of a ""farm"" according to the text?","For the purpose of determining farmworker employment, the term ""farm"" includes stock, dairy, poultry, fruit, fur-bearing animal, and truck farms.",,,,,,,,,,,,
"What is included in the definition of a ""farm"" according to the text?","According to the text, the term ""farm"" includes stock, dairy, poultry, fruit, fur-bearing animal, and truck farms, as well as plantations, ranches, nurseries, ranges, greenhouses or other similar structures used primarily for the raising of agricultural or horticultural commodities, and orchards.",,,,,,,,,,,,
What activities are specifically excluded from the definition of farmwork?,"Farmwork doesn't include reselling activities that don't involve substantial activity of raising agricultural or horticultural commodities (such as a retail store or greenhouse used primarily for display or storage), processing services that change a commodity from its raw or natural state, or services performed after a commodity has been changed from its raw or natural state.",,,,,,,,,,,,
What is the role of a crew leader in the context of farm employment?,"A crew leader is defined as a person who furnishes and pays workers to do farmwork for the farm operator, either on their own behalf or on behalf of the farm operator. The text specifies that crew leaders are considered employers of farmworkers.",,,,,,,,,,,,
What determines whether someone is considered a crew leader rather than an employee of a farm operator?,"Someone is considered a crew leader, not an employee of the farm operator, when there is no written agreement stating they are an employee of the farm operator AND they pay the workers (either for themselves or for the farm operator). As a crew leader, they are not considered the employee of the farm operator for services performed in furnishing farmworkers and as a member of the crew.",,,,,,,,,,,,
How should H-2A agricultural workers be classified on Form W-2?,"H-2A agricultural workers should not have box 13 (Statutory employee) checked on Form W-2, as H-2A workers are not considered statutory employees.",,,,,,,,,,,,
What are the consequences of incorrectly treating employees as nonemployees?,"If you treat an employee as a nonemployee and don't deduct and withhold taxes, you'll generally be liable for social security and Medicare taxes and withheld income tax. You may be able to calculate your liability using special section 3509 rates for the employee share of social security and Medicare taxes and federal income tax withholding. The applicable rates depend on whether you filed required Forms 1099. Importantly, you cannot recover the employee share of social security tax, Medicare tax, or income tax withholding from the employee.",,,,,,,,,,,,
What are the section 3509 rates for social security taxes when an employer has issued required information returns?,"When the employer has issued required information returns, the section 3509 rates for social security taxes are the employer rate of 6.2% plus 20% of the employee rate of 6.2%, resulting in a total rate of 7.44% of wages.",,,,,,,,,,,,
Can an employer recover taxes from an employee if the tax is paid under section 3509?,"No, an employer cannot recover the employee share of social security tax, Medicare tax, or income tax withholding from the employee if the tax is paid under section 3509. The employer remains liable for the income tax withholding regardless of whether the employee paid income tax on the wages.",,,,,,,,,,,,
In what situations are section 3509 rates not available?,"Section 3509 rates are not available in three situations: 1) if an employer intentionally disregards the requirement to withhold taxes from the employee, 2) if the employer withheld income taxes but not social security or Medicare taxes, and 3) for reclassifying statutory employees.",,,,,,,,,,,,
What are the section 3509 tax rates when an employer has issued required information returns?,"When an employer has issued required information returns, the section 3509 rates are: 7.44% of wages for social security taxes (6.2% employer rate plus 20% of the 6.2% employee rate), 1.74% of wages for Medicare taxes (1.45% employer rate plus 20% of the 1.45% employee rate), 0.18% of wages subject to Additional Medicare Tax (20% of the 0.9% employee rate), and 1.5% of wages for federal income tax withholding.",,,,,,,,,,,,
How do section 3509 tax rates change if an employer didn't issue required information returns?,"If the employer didn't issue required information returns, the section 3509 rates increase to: 8.68% of wages for social security taxes (6.2% employer rate plus 40% of the 6.2% employee rate), 2.03% of wages for Medicare taxes (1.45% employer rate plus 40% of the 1.45% employee rate), 0.36% of wages subject to Additional Medicare Tax (40% of the 0.9% employee rate), and 3.0% of wages for federal income tax withholding.",,,,,,,,,,,,
What relief is available regarding employment taxes for workers?,"Relief provisions exist for employers who have a reasonable basis for not treating a worker as an employee. In such cases, employers may be relieved from having to pay employment taxes for that worker. To qualify for this relief, employers must file all required federal tax returns.",,,,,,,,,,,,
What is required to qualify for relief from paying employment taxes under Section 530?,"To qualify for relief, you must file all required federal tax returns, including information returns, on a basis consistent with your treatment of the worker. Additionally, you (or your predecessor) must not have treated any worker holding a substantially similar position as an employee for any periods beginning after 1977.",,,,,,,,,,,,
What is the Voluntary Classification Settlement Program (VCSP) and who is eligible for it?,"The VCSP is a program that allows employers who are currently treating workers as independent contractors or other nonemployees to voluntarily reclassify them as employees for future tax periods. Employers may be eligible to participate if certain requirements are met. To apply for the VCSP, they must file Form 8952.",,,,,,,,,,,,
What might be the tax classification of a business jointly owned and operated by spouses?,"According to the text, if spouses jointly own and operate a business and share in the profits and losses, they may be partners in a partnership, whether or not they have a formal partnership agreement.",,,,,,,,,,,,
What is a qualified joint venture according to the Small Business and Work Opportunity Tax Act of 2007?,"A qualified joint venture is a business arrangement where the only members are spouses filing a joint income tax return, and they can elect not to be treated as a partnership for federal tax purposes. This provision applies for tax years beginning after 2006.",,,,,,,,,,,,
What are the requirements for spouses to qualify for the joint venture exception?,"For spouses to qualify for the joint venture exception, they must: 1) be the only members of the joint venture and file a joint income tax return, 2) both materially participate in the trade or business (mere joint ownership of property isn't enough), and 3) both elect not to be treated as a partnership.",,,,,,,,,,,,
Who is considered the employer in a partnership arrangement and what are they responsible for?,"The partnership is considered the employer of any employees and is liable for any employment taxes due on wages paid to its employees. This applies when individuals are partners in a partnership, whether or not they have a formal partnership agreement.",,,,,,,,,,,,
What are the requirements for spouses to make a qualified joint venture election?,"For spouses to make a qualified joint venture election, the business must be co-owned by both spouses and not held in the name of a state law entity such as a partnership or limited liability company (LLC). Additionally, all items of income, gain, loss, deduction, and credit must be divided between the spouses according to each spouse's interest in the venture.",,,,,,,,,,,,
How do spouses report their income and taxes when using the qualified joint venture rules?,"When using the qualified joint venture rules, spouses must report as sole proprietors on separate Schedule C (Form 1040) or Schedule F (Form 1040). Each spouse must also file a separate Schedule SE (Form 1040) to pay self-employment taxes, as applicable. Special instructions apply for American Samoa, Guam, the CNMI, the USVI, and Puerto Rico.",,,,,,,,,,,,
Do spouses in a qualified joint venture need an Employer Identification Number (EIN)?,"Spouses using the qualified joint venture rules are treated as sole proprietors for federal tax purposes and generally don't need an EIN. However, if employment taxes are owed by the qualified joint venture, either spouse may report and pay the employment taxes due on wages paid to employees using the EIN of that spouse's sole proprietorship.",,,,,,,,,,,,
What is a qualified joint venture and how does it affect taxes for spouses?,"A qualified joint venture is a filing option for spouses who wholly own an unincorporated business. Filing as a qualified joint venture generally won't increase the total tax owed on a joint income tax return, but it gives each spouse credit for social security earnings (which affects retirement benefits) and Medicare coverage without requiring them to file a partnership return.",,,,,,,,,,,,
How can spouses treat a business they wholly own as community property?,"If spouses wholly own an unincorporated business as community property under the community property laws of a state, foreign country, or U.S. territory, they can treat the business either as a sole proprietorship (of the spouse who carried on the business) or as a partnership. Alternatively, they may elect to be taxed as a qualified joint venture instead of a partnership.",,,,,,,,,,,,
What special rule applies to payments for services of a child working for their parent?,"The text indicates there are special rules for payments for the services of a child under age 18 who works for their parent in a business. However, the provided text cuts off without completing the details of this rule, only beginning to introduce the concept of family employees and specifically children employed by parents.",,,,,,,,,,,,
Under what circumstances are payments to a child under 18 working for their parent exempt from social security and Medicare taxes?,Payments for services of a child under age 18 who works for their parent are exempt from social security and Medicare taxes if the work is in a trade or business that is either a sole proprietorship or a partnership in which each partner is a parent of the child.,,,,,,,,,,,,
How does the tax treatment differ for children performing domestic work in their parent's home versus work in the parent's business?,"For domestic work in the parent's private home (work other than in a trade or business), payments aren't subject to social security and Medicare taxes until the child reaches age 21, whereas for work in the parent's trade or business, the exemption only applies until age 18. Additionally, payments for domestic work may be exempt from income tax withholding.",,,,,,,,,,,,
Are payments to a child working for their parent subject to FUTA tax?,"No, payments for the services of a child under age 21 who works for their parent, whether or not in a trade or business, aren't subject to FUTA (Federal Unemployment Tax Act) tax.",,,,,,,,,,,,
Under what circumstances are wages for services of a child employed by a parent not subject to employment taxes?,Wages for services of a child employed by a parent are not subject to employment taxes if the payments are less than $50 in the quarter or the child isn't regularly employed to do such work.,,,,,,,,,,,,
How are wages treated when one spouse works for another spouse in a trade or business?,"When one spouse works for another spouse in a trade or business, the wages are subject to income tax withholding and social security and Medicare taxes, but not to FUTA tax. However, payments for services in other than a trade or business, such as domestic service in a private home, aren't subject to social security, Medicare, and FUTA taxes.",,,,,,,,,,,,
"In what situations would a child's or spouse's wages be subject to all employment taxes, including FUTA?","A child's or spouse's wages are subject to income tax withholding as well as social security, Medicare, and FUTA taxes if they work for: a corporation (even if controlled by the child's parent or individual's spouse); a partnership (even if the child's parent or individual's spouse is a partner, with some exceptions); or an estate (even if it's the estate of a deceased parent). In these situations, the child or spouse is considered to work for the entity rather than the family member.",,,,,,,,,,,,
"When a parent works in their child's trade or business, what tax withholdings apply to their payments?",Payments for the services of a parent in their child's trade or business are subject to income tax withholding and social security and Medicare taxes.,,,,,,,,,,,,
Under what circumstances are payments to a parent for services NOT in their child's trade or business exempt from social security and Medicare taxes?,"Payments for the services of a parent not in their child's trade or business are generally not subject to social security and Medicare taxes, unless the parent is providing domestic services under specific conditions.",,,,,,,,,,,,
What conditions must be met for social security and Medicare taxes to apply to payments made to a parent for domestic services?,"Social security and Medicare taxes apply to payments made to a parent for domestic services if: the parent is employed by their child; the employer has a child or stepchild living in the home; and the employer is either a surviving spouse, divorced and not remarried, or living with a spouse who cannot care for the child or stepchild for at least 4 continuous weeks in the calendar quarter when the service is performed.",,,,,,,,,,,,
When are payments to family members exempt from FUTA tax?,"Payments made to a parent employed by their child aren't subject to FUTA tax, regardless of the type of services provided. Additionally, payments to a spouse or child may be exempt if certain conditions are met, such as when a child or stepchild of the employer is either under age 18 or requires personal care due to a mental or physical condition for at least 4 continuous weeks in the calendar quarter when the service is performed.",,,,,,,,,,,,
What is required regarding an employee's Social Security Number (SSN)?,Employers are required to get each employee's name and Social Security Number (SSN) and enter them on Form W-2. This requirement applies to both resident and nonresident alien employees. An employee's SSN consists of nine digits arranged in the format: 000-00-0000.,,,,,,,,,,,,
Does an employee need to show their social security card to an employer?,"No, an employee isn't required to show their social security card if it isn't available. However, employers should ask employees to show their social security card, and if an employee can't provide their card, the employer should verify their information through other means (though the specific verification method isn't fully detailed in the provided text).",,,,,,,,,,,,
What should employers do if an employee cannot provide their social security card?,"If an employee cannot provide their social security card, employers should verify their SSN and their eligibility for employment as discussed in the Verification of SSNs section. Employers may owe a penalty if they don't provide the correct employee name and SSN on Form W-2, unless they have reasonable cause.",,,,,,,,,,,,
Are employers allowed to accept all types of social security cards for employment purposes?,"No, employers should not accept a social security card that says ""Not valid for employment."" A Social Security Number issued with this legend doesn't permit employment. Employers may, but aren't required to, photocopy the social security card if the employee provides it.",,,,,,,,,,,,
How can employees apply for a replacement social security card?,"In many cases, a replacement social security card can be applied for online without visiting an SSA office. In some cases, an SSN application can also be started online before visiting an SSA office. For more information, individuals can go to SSA.gov/number-card. Any employee who is legally eligible to work in the United States and doesn't have a social security card can get one by completing the application process.",,,,,,,,,,,,
How can someone who is eligible to work in the United States but doesn't have a social security card obtain one?,"They can get a social security card by completing Form SS-5 (Application for a Social Security Card) and submitting the necessary documentation. The form can be obtained from the SSA website at SSA.gov/forms/ss-5.pdf, at SSA offices, or by calling 800-772-1213 or 800-325-0778 (TTY).",,,,,,,,,,,,
Who must complete and sign Form SS-5 when applying for a Social Security Card?,"The employee must complete and sign Form SS-5 themselves; it cannot be filed by the employer. In some cases, if the employee has exceeded their yearly or lifetime limit for replacement cards, a letter from the employer may be required to accompany the form.",,,,,,,,,,,,
Where are the Social Security Administration offices located in U.S. territories?,"SSA offices in U.S. territories are located in: American Samoa (Centennial Building, 3rd Floor, Suite 302, Pago Pago), Guam (Suite 155, 770 East Sunset Blvd, Barrigada), Commonwealth of the Northern Mariana Islands (MH II Building, Suite 201, Marina Heights Business Park, Saipan), and U.S. Virgin Islands (1st Floor, Suite 14, 8000 Nisky Shopping CT, St. Thomas).",,,,,,,,,,,,
What should employers do when filing Form W-2 for an employee who has applied for but not yet received a Social Security Number?,"When filing Form W-2 for an employee who has applied for but doesn't have an SSN, employers should enter ""Applied For"" on paper forms. For electronic filing, they should enter all zeros (000-00-0000 if creating forms online or 000000000 if uploading a file) in the SSN field. Once the employee receives their SSN, the employer should file Copy A of Form W-2c with the SSA and provide Copies B, C, and 2 to the employee.",,,,,,,,,,,,
Where can someone find a Social Security Administration office in the U.S. Virgin Islands?,"In the U.S. Virgin Islands, there is a Social Security Administration office located at 1st Floor, Suite 14, 8000 Nisky Shopping CT, St. Thomas, VI 00802. Additional information about SSA office locations is available on the Social Security Office Locator page at secure.ssa.gov/ICON.",,,,,,,,,,,,
What are the limitations when filing Forms W-2c online with the Social Security Administration?,"When filing Forms W-2c online with the Social Security Administration, up to 25 Forms W-2c can be filed for each Form W-3c (Transmittal of Corrected Wage and Tax Statements) per session. However, there is no limit on the number of sessions that can be conducted. More information is available on the SSA's Employer W-2 Filing Instructions & Information webpage.",,,,,,,,,,,,
What should employers do if an employee's name on their W-2 doesn't match their social security card?,"Employers should continue to report the employee's wages under the old name until the employee shows an updated social security card with the corrected name. The employee should request an updated card from the SSA if their name isn't correct on the card (for example, due to marriage or divorce).",,,,,,,,,,,,
When is it necessary to file a Form W-2c to correct an employee's name or SSN?,"A Form W-2c should be filed to correct the name/SSN reported on the most recently filed Form W-2 if the SSA issues the employee an updated card after a name change, or a new card with a different SSN after a change in alien work status. It isn't necessary to correct other years if the previous name and number were used for years before the most recent Form W-2.",,,,,,,,,,,,
Can employers accept an ITIN in place of an SSN for employees?,"No, employers should not accept an IRS individual taxpayer identification number (ITIN) in place of a Social Security Number (SSN) for employees.",,,,,,,,,,,,
What is an ITIN and when is it used?,An ITIN (Individual Taxpayer Identification Number) is only available to resident and nonresident aliens who aren't eligible for U.S. employment and need identification for other tax purposes. It should not be accepted in place of an SSN for employee identification or for work.,,,,,,,,,,,,
How can you identify an ITIN based on its format?,"An ITIN can be identified as a nine-digit number, formatted like an SSN, that starts with the number ""9"" and has specific ranges for the fourth and fifth digits: ""50-65,"" ""70-88,"" ""90-92,"" and ""94-99"" (for example, 9NN-7N-NNNN).",,,,,,,,,,,,
What should someone with an ITIN do if they become eligible to work in the United States?,"An individual with an ITIN who later becomes eligible to work in the United States must obtain an SSN. If currently eligible to work in the United States, they should apply for an SSN and follow the instructions under the ""Applying for an SSN"" section.",,,,,,,,,,,,
What should employers not use in place of an SSN on Form W-2?,Employers should not use an ITIN (Individual Taxpayer Identification Number) in place of an SSN (Social Security Number) on Form W-2.,,,,,,,,,,,,
What service can employers use to verify that an employee name matches an SSN?,"Employers and authorized reporting agents can use the Social Security Number Verification Service (SSNVS) to verify that an employee name matches an SSN. This service allows verification of up to 10 names and SSNs at a time instantly, or submission of an electronic file of up to 250,000 names and SSNs with results usually received the next business day.",,,,,,,,,,,,
How do employers access the Social Security Number Verification Service (SSNVS)?,"Employers access the SSNVS through the SSA's BSO (Business Services Online). Users need a social security online account, which can be a personal my Social Security account created before September 18, 2021, or an existing Login.gov credential or ID.me credential.",,,,,,,,,,,,
What credentials are needed to access a social security online account?,"To access a social security online account, you need either a Login.gov credential, an ID.me credential, or you'll need to create a social security online account if you don't have any of these. More information is available at SSA.gov/bso.",,,,,,,,,,,,
