question,answer,input_tokens,output_tokens,total_tokens,response_time_seconds,p99_processing_time,p95_processing_time,avg_processing_time,page_count,avg_time_per_page,p99_time_per_page,p95_time_per_page,tokens_per_page
What is an ITIN and who is it issued to?,An ITIN (Individual Taxpayer Identification Number) is only available to resident and nonresident aliens who aren't eligible for U.S. employment and need identification for other tax purposes. It should not be accepted in place of an SSN for employee identification or for work.,,,,,,,,,,,,
How can you identify an ITIN based on its format?,"An ITIN can be identified because it is a nine-digit number, formatted like an SSN, that starts with the number ""9"" and has a range of numbers from ""50-65,"" ""70-88,"" ""90-92,"" and ""94-99"" for the fourth and fifth digits (for example, 9NN-7N-NNNN).",,,,,,,,,,,,
What should an individual with an ITIN do if they become eligible to work in the United States?,"An individual with an ITIN who later becomes eligible to work in the United States must obtain an SSN. If the individual is currently eligible to work in the United States, they should be instructed to apply for an SSN and follow the instructions under ""Applying for an SSN.""",,,,,,,,,,,,
How should employers verify employee Social Security Numbers?,"Employers and authorized reporting agents can use the Social Security Number Verification Service (SSNVS) to instantly verify that an employee name matches an SSN. They can verify up to 10 names and SSNs at a time on a screen, or submit an electronic file of up to 250,000 names and SSNs and usually receive results the next business day.",,,,,,,,,,,,
Can an Individual Taxpayer Identification Number (ITIN) be used in place of a Social Security Number on Form W-2?,"No, an ITIN should not be used in place of an SSN on Form W-2.",,,,,,,,,,,,
How do employers access the Social Security Number Verification Service (SSNVS)?,"Employers access the SSNVS through the SSA's BSO (Business Services Online). BSO users need a social security online account, which can be a personal my Social Security account created before September 18, 2021, or an existing Login.gov credential or ID.me credential.",,,,,,,,,,,,
What credentials are needed to access the Social Security Administration's online services?,"To access the Social Security Administration's online services, you need either a social security online account, a Login.gov credential, or an ID.me credential. If you don't have any of these, you'll need to create one. More information is available on the SSA's website at SSA.gov/bso.",,,,,,,,,,,,
What types of compensation are considered wages subject to federal employment taxes?,"Wages subject to federal employment taxes generally include all pay given to employees for services performed, whether in cash or other forms. This includes salaries, vacation allowances, bonuses, commissions, and taxable fringe benefits. Signing bonuses, payments for employment contract cancellations, and compensation paid to former employees for services performed while still employed are also considered wages subject to these taxes.",,,,,,,,,,,,
How are cash wages paid to farmworkers treated for tax purposes?,"Cash wages paid to employees for farmwork are generally subject to social security tax and Medicare tax. The text indicates that employers may also be required to fulfill additional tax obligations for farmworkers, though the specific requirements are not fully detailed in the provided excerpt.",,,,,,,,,,,,
What taxes are employees for farmwork generally subject to?,"Employees for farmwork are generally subject to social security tax and Medicare tax. They may also be subject to Additional Medicare Tax. If the wages are subject to social security and Medicare taxes, they're also subject to federal income tax withholding.",,,,,,,,,,,,
What is the employer's responsibility regarding tax payment if they withhold less than the correct amount?,"The employer is liable for the full amount of the taxes owed to the federal government whether or not they collect them from employees. Even if an employer withholds less than the correct tax from an employee's wages, they're still liable for the full amount.",,,,,,,,,,,,
"What does the term ""cash wages"" include according to the text?","Cash wages include checks, money orders, and any kind of money or cash.",,,,,,,,,,,,
"What types of noncash wages paid to farmworkers are exempt from social security taxes, Medicare taxes, and federal income tax withholding?","Noncash wages paid to farmworkers, including food, lodging, clothing, transportation passes, farm products, and other goods or commodities (also called commodity wages) are not subject to social security taxes, Medicare taxes, or federal income tax withholding, although the employer and employee can agree to have federal income tax withheld on these noncash wages.",,,,,,,,,,,,
When are noncash wages treated as cash wages for tax purposes?,"Noncash wages, including commodity wages, are treated as cash wages if the substance of the transaction is a cash payment. When treated as cash wages, they become subject to social security taxes, Medicare taxes, and federal income tax withholding.",,,,,,,,,,,,
What types of other compensation are covered in Publication 15-B?,"Publication 15-B covers various forms of other compensation including accident and health benefits, achievement awards, adoption assistance, athletic facilities, de minimis benefits, dependent care assistance, educational assistance, employee discounts, employee stock options, employer-provided cell phones, group-term life insurance coverage, health savings accounts, lodging on business premises, meals, no-additional-cost services, retirement planning services, transportation benefits, tuition reduction, and working condition benefits.",,,,,,,,,,,,
How are noncash wages for farmwork reported on Form W-2?,"Noncash wages for farmwork should be reported in box 1 of Form W-2 (box 7 of Form 499R-2/W-2PR) together with cash wages. They should not be shown in box 3 or 5 of Form W-2 (box 20 or 22 of Form 499R-2/W-2PR), unless the substance of the transaction is a cash payment and they're being treated as cash wages.",,,,,,,,,,,,
Are share farmers considered employees for tax purposes?,"No, share farmers working for you are not considered employees. You don't have to withhold or pay social security and Medicare taxes on amounts paid to share farmers under share-farming arrangements. However, the share farmer may be subject to self-employment tax.",,,,,,,,,,,,
What is the definition of share farming according to the text?,"According to the text, share farming is an arrangement in which certain commodity products are shared between the farmer and the owner (or tenant) of the land. For more details, the text refers to Regulations section 31.3121(b)(16)-1.",,,,,,,,,,,,
How should compensation for H-2A visa holders be reported on Form W-2?,"Compensation of $600 or more paid to foreign agricultural workers who entered the country on H-2A visas should be reported in box 1 of Form W-2 (box 7 of Form 499R-2/W-2PR), but should not be reported as social security wages (box 3 of Form W-2 or box 20 of Form 499R-2/W-2PR) or Medicare wages (box 5 of Form W-2 or box 22 of Form 499R-2/W-2PR).",,,,,,,,,,,,
Is federal income tax withholding required for H-2A workers?,"An employer isn't required to withhold federal income tax from compensation paid to an H-2A worker for agricultural labor performed in connection with this visa. However, withholding is permitted if the worker requests it and the employer agrees. In such cases, the worker must provide the employer with a completed Form W-4, and any federal income tax withheld should be reported in box 2 of Form W-2.",,,,,,,,,,,,
Are H-2A workers subject to social security and Medicare taxes?,"No, compensation paid to H-2A workers for agricultural labor performed in connection with their visa isn't subject to social security and Medicare taxes. Additionally, on Form W-2, employers should not check box 13 (Statutory employee), as H-2A workers aren't statutory employees.",,,,,,,,,,,,
What reporting rules apply when an H-2A worker provides their TIN to an employer?,"When an H-2A worker provides their TIN to the employer, Federal income tax withheld should be reported in box 2 of Form W-2.",,,,,,,,,,,,
What is required if an H-2A worker doesn't provide a TIN and earns at least $600 annually?,"If the H-2A worker doesn't provide a TIN and the total annual wages to the H-2A worker are at least $600, the employer is required to backup withhold.",,,,,,,,,,,,
What are the three rules employees must meet for a reimbursement plan to be considered an accountable plan?,"For a reimbursement plan to be considered an accountable plan, employees must meet three rules, though the text only mentions the first rule: ""They must have paid."" The complete list of rules is not fully provided in the given text.",,,,,,,,,,,,
What are the three rules employees must meet for a reimbursement arrangement to be considered accountable?,"Employees must: 1) have paid or incurred allowable expenses while performing services as employees, and the reimbursement must not be an amount that would have otherwise been paid as wages; 2) substantiate these expenses to the employer within a reasonable period of time; and 3) return any excess amounts over substantiated expenses within a reasonable period of time.",,,,,,,,,,,,
How are amounts paid under an accountable plan treated for tax purposes?,"Amounts paid under an accountable plan aren't considered wages and aren't subject to income, social security, Medicare, and FUTA taxes.",,,,,,,,,,,,
What happens if expenses aren't substantiated or excess amounts aren't returned within a reasonable period of time?,"If expenses aren't substantiated or excess amounts aren't returned within a reasonable period of time, the unsubstantiated amount is treated as paid under a nonaccountable plan. This amount becomes subject to income, social security, Medicare, and FUTA taxes for the first payroll period following the end of the reasonable period of time.",,,,,,,,,,,,
What is considered a reasonable period of time for employees to account for and return advance payments?,"Generally, it is considered reasonable if employees receive their advance within 30 days of incurring expenses, adequately account for the expenses within 60 days after they were paid or incurred, and return any excess amounts within 120 days after the expenses were paid or incurred. Alternatively, providing employees with at least quarterly periodic statements asking them to return or account for outstanding amounts, which they do within 120 days, is also considered reasonable.",,,,,,,,,,,,
What is a nonaccountable plan and how are payments under it treated?,"A nonaccountable plan refers to payments made to employees for travel and other necessary business expenses where certain accountability requirements aren't met. Payments under a nonaccountable plan are treated as wages and specifically as supplemental wages, making them subject to income, social security, Medicare, and FUTA taxes.",,,,,,,,,,,,
Under what conditions are payments to employees treated as being under a nonaccountable plan?,"Payments are treated as being under a nonaccountable plan if: 1) The employee isn't required to or doesn't substantiate expenses timely with receipts or other documentation, or 2) An amount is advanced to the employee for business expenses and the employee isn't required to or doesn't return timely any amount.",,,,,,,,,,,,
What are considered non-accountable reimbursements that would be treated as wages?,"Non-accountable reimbursements include: when you advance money to an employee for business expenses and they aren't required to return unused amounts timely, when you advance or pay an amount regardless of whether you reasonably expect the employee to have business expenses related to your business, or when you pay an amount as a reimbursement you would have otherwise paid as wages.",,,,,,,,,,,,
"How can an employee be considered to have ""accounted to you"" when using a per diem or fixed allowance?","An employee is considered to have accounted to you if your reimbursement doesn't exceed rates established by the federal government, such as when you reimburse them by travel days, miles, or some other fixed allowance under the applicable revenue procedure.",,,,,,,,,,,,
Where can employers find information about government-approved rates for mileage and per diem?,The standard mileage rate for auto expenses is provided in Publication 15-B. The government per diem rates for meals and lodging in the continental United States can be found by going to the U.S. General Services Administration.,,,,,,,,,,,,
What should employers do if the per diem allowance exceeds the substantiated amount?,"If the per diem or allowance paid exceeds the amounts substantiated, employers must report the excess amount as wages. This excess amount is subject to income tax withholding and payment of social security, Medicare, and FUTA taxes.",,,,,,,,,,,,
How should employers report the substantiated portion of per diem on Form W-2?,"Employers should show the amount equal to the substantiated amount (the nontaxable portion) in box 12 of Form W-2 using code ""L."" Employers in Puerto Rico report the amount in box 12 without needing a code.",,,,,,,,,,,,
"What are considered ""wages not paid in money"" according to the text?","Wages not paid in money occur when an employer pays employees in a medium that is neither cash nor a readily negotiable instrument (such as a check). These are called payments ""in kind"" and may be in the form of goods, lodging, food, clothing, or services.",,,,,,,,,,,,
"How are payments ""in kind"" generally treated for tax purposes?","Generally, the Fair Market Value (FMV) of payments in kind (such as goods, lodging, food, clothing, or services) at the time they're provided is subject to federal income tax withholding and social security, Medicare, and FUTA taxes.",,,,,,,,,,,,
"What types of noncash payments are exempt from social security, Medicare, and FUTA taxes?","Noncash payments for household work, agricultural labor, and service not in the employer's trade or business are exempt from social security, Medicare, and FUTA taxes. However, income tax is withheld on these payments only if the employer and employee agree to do so.",,,,,,,,,,,,
Under what conditions is the value of meals not taxable income?,"The value of meals isn't taxable income and isn't subject to federal income tax withholding and social security, Medicare, and FUTA taxes if the meals are furnished for the employer's convenience and on the employer's premises.",,,,,,,,,,,,
Under what conditions is employer-provided lodging exempt from federal income tax withholding and payroll taxes?,"Employer-provided lodging is exempt from federal income tax withholding and social security, Medicare, and FUTA taxes if it meets three conditions: it must be furnished for the employer's convenience, provided on the employer's premises, and furnished as a condition of employment.",,,,,,,,,,,,
"What does ""for the convenience of the employer"" mean regarding provided meals and lodging?","""For the convenience of the employer"" means the employer has a substantial business reason for providing the meals and lodging other than to provide additional compensation to the employee. An example is providing meals at the workplace so employees are available for emergencies during lunch periods.",,,,,,,,,,,,
What is the 50% test regarding employer-provided meals?,"The 50% test states that if over 50% of the employees who are provided meals on an employer's business premises receive these meals for the convenience of the employer, then all meals provided qualify for the tax exemption.",,,,,,,,,,,,
What is the 50% test for meals provided on an employer's business premises?,"The 50% test states that if more than 50% of employees who are provided meals on an employer's business premises receive these meals for the convenience of the employer, then all meals provided on the premises are treated as furnished for the convenience of the employer. When this test is met, the value of the meals is excludable from income for all employees and isn't subject to federal income tax withholding or employment taxes.",,,,,,,,,,,,
How are health insurance payments treated for tax purposes?,"Payments made by employers for accident or health insurance plans for employees (including their spouses and dependents) aren't considered wages and aren't subject to social security, Medicare, and FUTA taxes, or federal income tax withholding. This exclusion generally also applies to qualified long-term care insurance contracts.",,,,,,,,,,,,
What special tax rules apply to health insurance benefits for S corporation 2% shareholders?,"For S corporation employees who own more than 2% of the S corporation (2% shareholders), the value of health insurance benefits must be included in their wages for income tax withholding purposes. However, these health insurance benefits are excluded from the 2% shareholder's wages for social security, Medicare, and FUTA taxes. More information can be found in Announcement 92-16 on page 53 of Internal Revenue Bulletin 1992-5.",,,,,,,,,,,,
How are employer contributions to an employee's HSA or Archer MSA treated for tax purposes?,"Employer contributions to an employee's HSA or Archer MSA aren't subject to social security, Medicare, or FUTA tax, or federal income tax withholding if it is reasonable to believe at the time of payment that the contributions will be excludable from the employee's income. If it isn't reasonable to believe they'll be excludable, the contributions are subject to these taxes.",,,,,,,,,,,,
How are employee contributions to HSAs or MSAs through payroll deduction treated differently from those made through a section 125 cafeteria plan?,"Employee contributions to their HSAs or MSAs through a regular payroll deduction plan must be included in wages and are subject to social security, Medicare, and FUTA taxes, and federal income tax withholding. However, HSA contributions made under a salary reduction arrangement in a section 125 cafeteria plan aren't considered wages and aren't subject to employment taxes or withholding.",,,,,,,,,,,,
How are medical care reimbursements paid under an employer's self-insured plan treated for tax purposes?,"Generally, medical care reimbursements paid for an employee under an employer's self-insured medical reimbursement plan aren't considered wages and aren't subject to social security, Medicare, and FUTA taxes, or federal income tax.",,,,,,,,,,,,
How are self-insured medical reimbursement plan payments treated for tax purposes?,"Self-insured medical reimbursement plan payments aren't considered wages and aren't subject to social security, Medicare, and FUTA taxes, or federal income tax withholding. However, there is a special rule in Publication 15-B regarding the inclusion of certain reimbursements in the gross income of highly compensated individuals.",,,,,,,,,,,,
What are differential wage payments and how are they treated for tax purposes?,"Differential wage payments are payments made by an employer to an individual performing service in the uniformed services while on active duty for more than 30 days, representing all or a portion of the wages they would have received if they were performing services for the employer. These payments are considered wages for income tax withholding purposes, but aren't subject to social security, Medicare, or FUTA tax.",,,,,,,,,,,,
How should employers report differential wage payments on tax forms?,Employers should report differential wage payments in box 1 of Form W-2 (or box 7 of Form 499R-2/W-2PR for Puerto Rico). More information about the tax treatment of differential wage payments can be found in Revenue Ruling 2009.,,,,,,,,,,,,
How are differential wage payments treated for tax purposes?,"According to the text, differential wage payments can be found in Revenue Ruling 2009-11, 2009-18 I.R.B. 896, which is available at IRS.gov/irb/2009-18_IRB#RR-2009-11. The text refers readers to this resource for more information about the tax treatment of these payments.",,,,,,,,,,,,
What are examples of taxable fringe benefits that must be included in an employee's wages?,"The text lists several examples of taxable fringe benefits including: cars provided by employers, flights on employer-provided aircraft, free or discounted commercial flights, vacations, discounts on property or services, memberships in country clubs or other social clubs, and tickets to entertainment or sporting events.",,,,,,,,,,,,
How is the taxable amount of a fringe benefit generally calculated?,"According to the text, the amount that must be included in wages is generally the amount by which the Fair Market Value (FMV) of the benefit exceeds the sum of what the employee paid for it plus any amount the law excludes. The text also mentions there are special rules for valuing certain fringe benefits, with more information available in Publication 15-B.",,,,,,,,,,,,
What are some examples of nontaxable fringe benefits mentioned in the text?,"Some examples of nontaxable fringe benefits include services provided to employees at no additional cost to the employer, qualified employee discounts, working condition fringes (like company cars for business use and business magazine subscriptions), minimal value fringes (such as occasional cab rides for overtime work), qualified transportation fringes, use of on-premises athletic facilities, qualified tuition reduction, and employer-provided cell phones provided primarily for business reasons.",,,,,,,,,,,,
What conditions apply to the on-premises athletic facilities to qualify as a nontaxable fringe benefit?,"For on-premises athletic facilities to qualify as a nontaxable fringe benefit, they must be operated by the employer, and substantially all of the use must be by employees, their spouses, and their dependent children.",,,,,,,,,,,,
What is stated about highly compensated employees and fringe benefits?,"The text states that fringe benefits should not be excluded from the wages of highly compensated employees unless the benefit is available to all employees, though the text appears to be cut off before completing this point.",,,,,,,,,,,,
What fringe benefits must be included in the wages of highly compensated employees?,"Highly compensated employees' wages must include fringe benefits unless those benefits are available to other employees on a nondiscriminatory basis. The specific benefits that can be excluded if offered on a nondiscriminatory basis are: no-additional-cost services, qualified employee discounts, meals provided at an employer-operated eating facility, and reduced tuition for education.",,,,,,,,,,,,
When can taxable fringe benefits be treated as paid?,"Employers may choose to treat taxable noncash fringe benefits as paid by the pay period, by the quarter, or on any other basis they choose, as long as the benefits are treated as paid at least once a year. All benefits provided in a calendar year must be treated as paid by December 31 of that calendar year.",,,,,,,,,,,,
What flexibility do employers have regarding payment methods for fringe benefits?,"Employers have significant flexibility as they don't have to make a formal choice of payment dates, don't need to notify the IRS of the dates chosen, don't have to use the same method for all employees, and can change methods as often as they like. The text also mentions there is a special accounting rule for fringe benefits provided during November and December.",,,,,,,,,,,,
What is the deadline for determining the value of fringe benefits?,"Generally, employers must determine the value of fringe benefits no later than January 31 of the next year. Before January 31, employers may reasonably estimate the value of fringe benefits for purposes of withholding and depositing on time.",,,,,,,,,,,,
What options do employers have for withholding federal income tax on fringe benefits?,"Employers have two options: they can add the value of fringe benefits to regular wages for a payroll period and figure withholding taxes on the total, or they can withhold federal income tax on the value of the fringe benefits at the optional flat 22% supplemental wage rate.",,,,,,,,,,,,
Can employers choose not to withhold income tax on an employee's personal use of a company vehicle?,"Yes, employers may choose not to withhold income tax on the value of an employee's personal use of a vehicle they provide. However, they must still withhold social security and Medicare taxes on the use of the vehicle.",,,,,,,,,,,,
How do employers handle social security and Medicare taxes on fringe benefits?,"Employers add the value of fringe benefits to regular wages for a payroll period and figure social security and Medicare taxes on the total. If an employer withholds less than the required amount of social security and Medicare taxes from the employee in a calendar year but reports and pays the proper amount, the employer may recover the taxes from the employee.",,,,,,,,,,,,
When must taxes on fringe benefits be deposited?,"Taxes on fringe benefits must be deposited in the same deposit period that the fringe benefits are treated as paid. To avoid penalties, employers must follow the general deposit rules for that deposit period.",,,,,,,,,,,,
What can employers do if they overestimate the value of a fringe benefit?,"If employers determine by January 31 that they overestimated the value of a fringe benefit at the time of withholding and depositing, they may claim a refund for the overpayment or have it applied to their next employment tax return.",,,,,,,,,,,,
What happens if an employer underestimates the value of fringe benefits and deposits too little tax?,"If an employer underestimates the value of fringe benefits and deposits too little, they may be subject to a failure-to-deposit (FTD) penalty.",,,,,,,,,,,,
Can an employer recover taxes that were withheld incorrectly from an employee?,"Yes, an employer can recover from the employee the social security, Medicare, or income taxes they deposited on the employee's behalf and included in the employee's Form W-2. However, income taxes must be recovered before April 1 of the following year.",,,,,,,,,,,,
How is back pay taxed according to the text?,"Back pay, including retroactive wage increases (but not amounts paid as liquidated damages), is taxed as ordinary wages in the year paid.",,,,,,,,,,,,
"When are sick pay payments exempt from social security, Medicare, and FUTA taxes?","Sick pay payments are exempt from social security, Medicare, and FUTA taxes when they are paid more than 6 calendar months after the last calendar month in which the employee worked for the employer. However, these payments are always subject to federal income tax.",,,,,,,,,,,,
How are identity protection services provided by employers taxed?,The value of identity protection services provided by an employer to an employee isn't included in an employee's gross income and doesn't need to be reported on an information return (such as Form W-2) filed for the employee. This applies even to identity protection services provided before a data breach occurs.,,,,,,,,,,,,
What are the exceptions to the tax exemption for identity protection services?,The tax exemption for identity protection services doesn't apply to cash received instead of identity protection services or to proceeds received under an identity theft insurance policy.,,,,,,,,,,,,
When must employees report cash tips to their employers?,"Employees must report cash tips to their employers by the 10th of the month after the month the tips are received. However, no report is required for months when tips are less than $20.",,,,,,,,,,,,
What types of payments are considered cash tips that must be reported?,"Cash tips include tips paid by cash, check, debit card, and credit card. This includes tips paid over to the employee for charge customers, tips received directly from customers, and tips received from other employees under any tip-sharing arrangement.",,,,,,,,,,,,
What information must be included in an employee's tip statement if no specific reporting method is provided?,"If employers don't provide a specific method to report tips, the employee's statement must be signed and dated by the employee and must include: the employee's name, address, and SSN; the employer's name and address; and the month and year (or the beginning and ending dates) for which the employee is reporting tips.",,,,,,,,,,,,
What information must be included in an employee's tip report?,"An employee's tip report must include the employee's name, address, and SSN; the employer's name and address; the month and year (or beginning and ending dates for periods less than a calendar month) the report covers; and the total tips received during that month or period.",,,,,,,,,,,,
What is the employer's responsibility regarding taxes on employee tips?,"The employer must collect federal income tax, employee social security tax, and employee Medicare tax on the employee's tips. These taxes can be collected from the employee's wages (excluding tips) or from other funds the employee makes available. The employer is also responsible for the employer social security tax on wages and tips.",,,,,,,,,,,,
What is the threshold for collecting social security tax on employee wages and tips in 2025?,"Employers should stop collecting the employee social security tax when the employee's wages and tips for tax year 2025 reach $176,100. However, income tax and employee Medicare taxes must still be collected for the whole year on all wages and tips.",,,,,,,,,,,,
When are tips considered to be paid to an employee for tax purposes?,Tips are considered to be paid at the time the employee reports them to you (the employer).,,,,,,,,,,,,
What is the ordering rule for withholding taxes when there aren't enough employee funds available?,"If there aren't enough funds available, taxes should be withheld in the following order: 1. Withhold on regular wages and other compensation, 2. Withhold social security and Medicare taxes on tips, 3. Withhold income tax on tips.",,,,,,,,,,,,
How should employers report tips and related taxes?,"Employers should report tips and any collected and uncollected social security and Medicare taxes on Form W-2 (Form 499R-2/W-2PR for employers in Puerto Rico) and on Form 941, lines 5b, 5c, and if applicable.",,,,,,,,,,,,
How should employers report uncollected social security and Medicare taxes on Form W-2?,"Employers should enter the amount of uncollected social security tax in box 12 of Form W-2 with code ""A"" and uncollected Medicare tax with code ""B"". For Form 499R-2/W-2PR (Puerto Rico), the uncollected social security and Medicare taxes should be entered in boxes 25 and 26, respectively. The text specifically notes that uncollected Additional Medicare Tax should not be included in box 12 of Form W-2.",,,,,,,,,,,,
Where do employers report negative adjustments for uncollected taxes?,"Employers should report negative adjustments for uncollected social security and Medicare taxes on Form 941, line 9, or on Form 944, line 6.",,,,,,,,,,,,
What forms are used for reporting tips according to the text?,"According to the text, information on reporting tips can be found in section 13 and the General Instructions for Forms W-2 and W-3. For employers in Puerto Rico, they should refer to the Instructions for Form W-3 (PR) and Form W-3C (PR). The text also mentions that Revenue Ruling 2012-18 provides guidance regarding social security and Medicare taxes imposed on tips.",,,,,,,,,,,,
What guidance does Revenue Ruling 2012-18 provide for employers regarding tips?,"Revenue Ruling 2012-18 provides guidance for employers regarding social security and Medicare taxes imposed on tips, including information on the reporting of the employer share of social security and Medicare taxes under section 3121(q), the difference between tips and service charges, and the section 45B credit.",,,,,,,,,,,,
When are tips subject to FUTA tax?,Tips are subject to FUTA tax if an employee reports to the employer in writing $20 or more of tips in a month.,,,,,,,,,,,,
"What defines a ""large food or beverage establishment"" for tip allocation purposes?","A large food or beverage establishment is one that is located in the 50 states or the District of Columbia, provides food or beverages for consumption on the premises, where tipping is customary, and where there were normally more than 10 employees on a typical business day during the preceding year.",,,,,,,,,,,,
What are the three methods for allocating tips according to the text?,"The tips may be allocated by one of three methods: hours worked, gross receipts, or good faith agreement.",,,,,,,,,,,,
What is the Tip Rate Determination and Education Program?,The Tip Rate Determination and Education Program consists primarily of two voluntary agreements developed to improve tip income reporting by helping taxpayers understand and meet their tip reporting responsibilities. The two agreements are the Tip Rate Determination Agreement (TRDA) and the Tip Reporting Alternative Commitment (TRAC).,,,,,,,,,,,,
What specific tip agreement is available for the casino industry?,The Gaming Industry Tip Compliance Agreement (GITCA) is available for the gaming (casino) industry.,,,,,,,,,,,,
What are supplemental wages according to the text?,"Supplemental wages are wage payments to an employee that aren't regular wages. They include, but aren't limited to, bonuses, commissions, overtime pay, payments for accumulated sick leave, severance pay, awards, prizes, back pay, reported tips, retroactive pay increases, and payments for nondeductible moving expenses.",,,,,,,,,,,,
Do employers have options regarding how they treat overtime pay and tips?,"Yes, employers have the option to treat overtime pay and tips as regular wages instead of supplemental wages.",,,,,,,,,,,,
What determines how an employer withholds taxes on supplemental wages?,How an employer withholds on supplemental wages depends on whether the supplemental payment is identified as a separate payment from regular wages. Additional guidance can be found in Regulations section 31.3402(g)-1 and Revenue Ruling 2008-29.,,,,,,,,,,,,
What is the withholding rate for supplemental wages exceeding $1 million paid to an employee in a calendar year?,Supplemental wages exceeding $1 million paid to an employee during a calendar year are subject to withholding at 37% (or the highest rate of income tax for the year). This rate applies regardless of the employee's Form W-4.,,,,,,,,,,,,
"When determining if an employee has received $1 million in supplemental wages, what payments must be included?","When determining supplemental wages paid to an employee during the year, you must include payments from all businesses under common control. This ensures the proper withholding rate is applied to supplemental wages exceeding the $1 million threshold.",,,,,,,,,,,,
Where can employers find more information about withholding rules for supplemental wages?,Employers can find more information about withholding rules for supplemental wages at IRS.gov/irb/2008-24_IRB#RR-2008-29 and additional details about Treasury Decision 9276 at IRS.gov/irb/2006-37_IRB#TD-9276.,,,,,,,,,,,,
What is the flat withholding rate for supplemental wages paid separately from regular wages?,"The flat withholding rate is 22% (no other percentage allowed) for supplemental wages paid separately from regular wages, provided that income tax was withheld from the employee's regular wages in the current or immediately preceding calendar year.",,,,,,,,,,,,
When are employers required to treat supplemental and regular wages as a single payment for withholding purposes?,Employers are required to withhold federal income tax as if the total were a single payment for a regular payroll period when they pay supplemental wages with regular wages but don't specify the amount of each.,,,,,,,,,,,,
What condition must be met before an employer can use the special withholding methods for supplemental wages?,The employer must have withheld income tax from the employee's regular wages in the current or immediately preceding calendar year before they can use the special withholding methods (either the flat 22% rate or the concurrent wages method) for supplemental wages.,,,,,,,,,,,,
How should employers handle income tax withholding when paying supplemental wages with regular wages?,"When supplemental wages are paid concurrently with regular wages, employers should add the supplemental wages to the regular wages and withhold federal income tax as if the total were a single payment for a regular payroll period.",,,,,,,,,,,,
What procedure should be followed when there are no concurrently paid regular wages with supplemental wages?,"When there are no concurrently paid regular wages, employers should add the supplemental wages to either the regular wages paid/to be paid for the current payroll period or the regular wages paid for the preceding payroll period. They should then calculate income tax withholding on the total, subtract tax already withheld from regular wages, and withhold the remaining tax from the supplemental wages.",,,,,,,,,,,,
How should tax withholding be handled when multiple supplemental wage payments occur in the same payroll period?,"When multiple supplemental wage payments occur during the same payroll period, employers should aggregate all supplemental wage payments made during that period with the regular wages, calculate tax on the total, subtract tax already withheld from regular wages and previous supplemental wage payments, and withhold the remaining tax.",,,,,,,,,,,,
What are the two methods for withholding income tax on supplemental wages?,"According to the text, there are two methods: method 1 (which appears to involve withholding from previous supplemental wage payments) and method 1b, which is used if you didn't withhold income tax from the employee's regular wages in the current or immediately preceding calendar year.",,,,,,,,,,,,
"What taxes are supplemental wages subject to, regardless of the income tax withholding method used?","The text states that regardless of the method used to withhold income tax on supplemental wages, they're subject to social security, Medicare, and FUTA taxes.",,,,,,,,,,,,
"In Example 1, how much tax was withheld from John Peters' combined regular wages and commission in February?","In February, John received a salary of $1,000 plus a commission of $500, which were combined. The withholding was figured based on the total of $1,500, and the correct withholding from the tables was $62.",,,,,,,,,,,,
"How much federal income tax should be withheld from Sharon Warren's $1,000 bonus payment?","$113 should be withheld from Sharon's bonus payment. This was calculated by determining the withholding on the combined amount ($3,000) which was $190, then subtracting the amount already withheld from her base salary ($77), resulting in $113 to be withheld from the bonus.",,,,,,,,,,,,
What method of supplemental wage withholding was used for Sharon Warren's bonus payment?,"Supplemental wage withholding method 1b was used for Sharon's bonus payment. This method involves adding the bonus amount to the most recent base salary, determining withholding on the combined amount, and then subtracting what was already withheld from the base salary.",,,,,,,,,,,,
What information did Sharon provide on her 2025 Form W-4?,"Sharon submitted a 2025 Form W-4 where she checked the box for ""Single or Married filing separately."" She did not complete Steps 2, 3, and 4 on the Form W-4.",,,,,,,,,,,,
How is the flat rate method of withholding applied to bonus payments?,"When using the flat rate method of withholding for bonus payments, 22% of the bonus amount is withheld. In Example 3, this resulted in $220 being withheld from Sharon's $1,000 bonus payment.",,,,,,,,,,,,
What steps are involved in supplemental wage withholding method 1b when an employee receives multiple bonuses?,"Supplemental wage withholding method 1b involves four steps: 1) Add the bonus amounts to the most recent base salary payment, 2) Determine the withholding on the combined amount using wage bracket tables, 3) Subtract amounts already withheld from the base salary and previous bonuses, and 4) Withhold the remaining amount from the latest bonus payment.",,,,,,,,,,,,
How are tips treated for income tax withholding purposes?,Tips are treated as supplemental wages. Employers must withhold income tax on tips from the employee's regular wages or from other funds the employee makes available. The text specifically states that employers should not withhold the income tax due on tips from the employee's tips themselves.,,,,,,,,,,,,
How should employers handle income tax withholding on employee tips?,"Employers should not withhold income tax due on tips from the employee tips themselves. If an employee receives regular wages and reports tips, the employer should treat the tips as supplemental wages. The employer can use either method 1a or 1b for supplemental wages if they withheld income tax from regular wages in the current or immediately preceding year. If no income tax was withheld from regular wages in that period, the employer should add the tips to regular wages and withhold on the total using method 1b. Alternatively, employers have the option to treat tips as regular wages rather than supplemental wages.",,,,,,,,,,,,
What is the difference between service charges and tips regarding tax withholding?,"Service charges are not considered tips. Employers should withhold taxes on service charges as they would on regular wages, whereas tips are generally treated as supplemental wages for tax withholding purposes.",,,,,,,,,,,,
